id	category_id	course_name	skills	target_role	difficulty_level	short_description	prerequisites	learner_count	price	rating
87	2	Java 8~21 新特性精粹：虚拟线程与模式匹配	Java,高并发,系统编程	Java高级开发	2	本课程围绕 Java 8~21 新特性精粹：虚拟线程与模式匹配 展开，系统性讲解 Java、高并发、系统编程 等核心技术栈，助力学员胜任 Java高级开发 岗位要求。	熟练掌握常用开发语言与数据库操作	23661	249.00	4.75
88	2	分布式链路追踪与 SkyWalking / OpenTelemetry 实战	微服务,Java,SpringBoot,DevOps	微服务架构师	2	本课程围绕 分布式链路追踪与 SkyWalking / OpenTelemetry 实战 展开，系统性讲解 微服务、Java、SpringBoot、DevOps 等核心技术栈，助力学员胜任 微服务架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	19344	159.00	4.74
89	2	Node.js 打造高可用实时在线客服中台	Node.js,Express,RESTful API,Redis,高并发	后端工程师	2	本课程围绕 Node.js 打造高可用实时在线客服中台 展开，系统性讲解 Node.js、Express、RESTful API、Redis、高并发 等核心技术栈，助力学员胜任 后端工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	16591	399.00	4.89
90	2	大厂技术中台：通用权限与工作流引擎架构实战	Java,SpringBoot,MySQL,MyBatis	Java架构师	3	本课程围绕 大厂技术中台：通用权限与工作流引擎架构实战 展开，系统性讲解 Java、SpringBoot、MySQL、MyBatis 等核心技术栈，助力学员胜任 Java架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	12340	499.00	4.72
91	2	Linux 高性能服务器编程：Epoll 与 Reactor 模型	系统编程,网络编程,高并发,Linux	C++后端开发	3	本课程围绕 Linux 高性能服务器编程：Epoll 与 Reactor 模型 展开，系统性讲解 系统编程、网络编程、高并发、Linux 等核心技术栈，助力学员胜任 C++后端开发 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	25280	0.00	4.91
92	2	Flask 轻量级微服务与 Docker 容器化实战	Python,Flask,Docker,RESTful API	Python后端开发	1	本课程围绕 Flask 轻量级微服务与 Docker 容器化实战 展开，系统性讲解 Python、Flask、Docker、RESTful API 等核心技术栈，助力学员胜任 Python后端开发 岗位要求。	具备基本编程语法基础与计算机网络常识	6500	99.00	4.72
93	2	Java 单元测试与 Mockito / JUnit5 最佳实践	Java,SpringBoot	Java开发工程师	1	本课程围绕 Java 单元测试与 Mockito / JUnit5 最佳实践 展开，系统性讲解 Java、SpringBoot 等核心技术栈，助力学员胜任 Java开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	4135	399.00	4.93
94	2	分布式定时任务调度：XXL-JOB / ElasticJob 深度实战	Java,SpringBoot,微服务,高并发	后端架构师	2	本课程围绕 分布式定时任务调度：XXL-JOB / ElasticJob 深度实战 展开，系统性讲解 Java、SpringBoot、微服务、高并发 等核心技术栈，助力学员胜任 后端架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	13473	99.00	4.97
95	2	基于 Go 语言开发云原生命令行工具 (Cobra/Viper)	Go,Linux,系统编程	Go后端工程师	1	本课程围绕 基于 Go 语言开发云原生命令行工具 (Cobra/Viper) 展开，系统性讲解 Go、Linux、系统编程 等核心技术栈，助力学员胜任 Go后端工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	21532	249.00	4.94
96	2	ShardingSphere-JDBC 分库分表企业落地指南	Java,MySQL,MyBatis,高并发	Java开发工程师	3	本课程围绕 ShardingSphere-JDBC 分库分表企业落地指南 展开，系统性讲解 Java、MySQL、MyBatis、高并发 等核心技术栈，助力学员胜任 Java开发工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	31624	499.00	4.95
97	2	接口幂等性、防重放攻击与分布式锁全解	Redis,Java,高并发,SpringBoot	后端架构师	2	本课程围绕 接口幂等性、防重放攻击与分布式锁全解 展开，系统性讲解 Redis、Java、高并发、SpringBoot 等核心技术栈，助力学员胜任 后端架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	4449	199.00	4.96
98	2	Rust 与 WebAssembly 混合全栈架构实战	Rust,JavaScript,系统编程	Rust开发工程师	2	本课程围绕 Rust 与 WebAssembly 混合全栈架构实战 展开，系统性讲解 Rust、JavaScript、系统编程 等核心技术栈，助力学员胜任 Rust开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	33313	199.00	4.91
99	2	Spring Data JPA 核心特性与优雅持久化实战	Java,SpringBoot,MySQL	Java开发工程师	1	本课程围绕 Spring Data JPA 核心特性与优雅持久化实战 展开，系统性讲解 Java、SpringBoot、MySQL 等核心技术栈，助力学员胜任 Java开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	10485	499.00	4.89
100	2	企业级 OpenAPI 与 Swagger/Knife4j 文档中台治理	Java,SpringBoot,RESTful API	架构师	1	本课程围绕 企业级 OpenAPI 与 Swagger/Knife4j 文档中台治理 展开，系统性讲解 Java、SpringBoot、RESTful API 等核心技术栈，助力学员胜任 架构师 岗位要求。	具备基本编程语法基础与计算机网络常识	25094	199.00	4.77
101	3	Flutter 3.x 跨平台移动端全栈架构实战	Flutter,Dart,RESTful API,移动开发	Flutter开发专家	2	本课程围绕 Flutter 3.x 跨平台移动端全栈架构实战 展开，系统性讲解 Flutter、Dart、RESTful API、移动开发 等核心技术栈，助力学员胜任 Flutter开发专家 岗位要求。	熟练掌握常用开发语言与数据库操作	31143	0.00	4.97
102	3	HarmonyOS NEXT 鸿蒙原生应用与 ArkTS 核心开发	TypeScript,移动开发,系统编程	HarmonyOS开发专家	2	本课程围绕 HarmonyOS NEXT 鸿蒙原生应用与 ArkTS 核心开发 展开，系统性讲解 TypeScript、移动开发、系统编程 等核心技术栈，助力学员胜任 HarmonyOS开发专家 岗位要求。	熟练掌握常用开发语言与数据库操作	11411	499.00	4.80
103	3	React Native 双端企业级电商 App 实战	React18,TypeScript,移动开发,JavaScript	React Native工程师	2	本课程围绕 React Native 双端企业级电商 App 实战 展开，系统性讲解 React18、TypeScript、移动开发、JavaScript 等核心技术栈，助力学员胜任 React Native工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	15008	129.00	4.92
104	3	Android Jetpack Compose 现代声明式 UI 架构	Kotlin,移动开发,Java	Android资深工程师	2	本课程围绕 Android Jetpack Compose 现代声明式 UI 架构 展开，系统性讲解 Kotlin、移动开发、Java 等核心技术栈，助力学员胜任 Android资深工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	3637	99.00	4.85
105	3	SwiftUI 与 Combine 现代 iOS 应用架构开发	Swift,移动开发	iOS资深工程师	2	本课程围绕 SwiftUI 与 Combine 现代 iOS 应用架构开发 展开，系统性讲解 Swift、移动开发 等核心技术栈，助力学员胜任 iOS资深工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	18803	99.00	4.79
106	3	Flutter 状态管理深度进阶：Bloc / Riverpod 剖析	Flutter,Dart,移动开发	Flutter高级开发	3	本课程围绕 Flutter 状态管理深度进阶：Bloc / Riverpod 剖析 展开，系统性讲解 Flutter、Dart、移动开发 等核心技术栈，助力学员胜任 Flutter高级开发 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	28883	159.00	4.70
107	3	Android App 内存泄漏与卡顿掉帧极致调优	Java,Kotlin,移动开发,系统编程	Android性能专家	3	本课程围绕 Android App 内存泄漏与卡顿掉帧极致调优 展开，系统性讲解 Java、Kotlin、移动开发、系统编程 等核心技术栈，助力学员胜任 Android性能专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	28670	129.00	4.79
108	3	Android / iOS 移动端反编译与安全加固防护	网络安全,移动开发,Java	移动安全专家	3	本课程围绕 Android / iOS 移动端反编译与安全加固防护 展开，系统性讲解 网络安全、移动开发、Java 等核心技术栈，助力学员胜任 移动安全专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	11527	299.00	4.73
109	3	uni-app x 跨平台开发：一套代码全端发行实战	Vue3,TypeScript,移动开发	UniApp开发工程师	1	本课程围绕 uni-app x 跨平台开发：一套代码全端发行实战 展开，系统性讲解 Vue3、TypeScript、移动开发 等核心技术栈，助力学员胜任 UniApp开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	23487	399.00	4.76
110	3	鸿蒙分布式流转与全场景协同开发实战	TypeScript,移动开发,网络编程	HarmonyOS架构师	3	本课程围绕 鸿蒙分布式流转与全场景协同开发实战 展开，系统性讲解 TypeScript、移动开发、网络编程 等核心技术栈，助力学员胜任 HarmonyOS架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	29470	299.00	4.89
111	3	Kotlin 协程与函数式编程在 Android 架构的实战	Kotlin,移动开发,高并发	Android开发工程师	2	本课程围绕 Kotlin 协程与函数式编程在 Android 架构的实战 展开，系统性讲解 Kotlin、移动开发、高并发 等核心技术栈，助力学员胜任 Android开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	33029	0.00	4.70
112	3	iOS 底层 Runtime 原理与内存管理深度解析	Swift,系统编程,内存安全,移动开发	iOS开发工程师	3	本课程围绕 iOS 底层 Runtime 原理与内存管理深度解析 展开，系统性讲解 Swift、系统编程、内存安全、移动开发 等核心技术栈，助力学员胜任 iOS开发工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	4085	99.00	4.72
113	3	Flutter 渲染机制：三棵树与自定义绘制全解	Flutter,Dart,数据可视化	Flutter开发工程师	3	本课程围绕 Flutter 渲染机制：三棵树与自定义绘制全解 展开，系统性讲解 Flutter、Dart、数据可视化 等核心技术栈，助力学员胜任 Flutter开发工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	11871	299.00	4.82
114	3	Hybrid 混合应用架构：JSBridge 通信底层原理	JavaScript,Vue3,移动开发	移动端混合开发	2	本课程围绕 Hybrid 混合应用架构：JSBridge 通信底层原理 展开，系统性讲解 JavaScript、Vue3、移动开发 等核心技术栈，助力学员胜任 移动端混合开发 岗位要求。	熟练掌握常用开发语言与数据库操作	7944	399.00	4.73
115	3	Android 插件化与热修复核心技术实战	Java,Kotlin,移动开发,系统编程	Android架构师	3	本课程围绕 Android 插件化与热修复核心技术实战 展开，系统性讲解 Java、Kotlin、移动开发、系统编程 等核心技术栈，助力学员胜任 Android架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	3960	129.00	4.84
116	3	Swift 并发编程 (Async/Await & Actors) 核心指南	Swift,高并发,移动开发	iOS开发工程师	2	本课程围绕 Swift 并发编程 (Async/Await & Actors) 核心指南 展开，系统性讲解 Swift、高并发、移动开发 等核心技术栈，助力学员胜任 iOS开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	9561	499.00	4.72
117	3	Flutter 跨平台音视频播放器与直播流开发	Flutter,Dart,网络编程,移动开发	Flutter开发工程师	2	本课程围绕 Flutter 跨平台音视频播放器与直播流开发 展开，系统性讲解 Flutter、Dart、网络编程、移动开发 等核心技术栈，助力学员胜任 Flutter开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	10051	159.00	4.82
118	3	Appium 移动端跨平台自动化测试实战	Python,移动开发	移动端测试工程师	1	本课程围绕 Appium 移动端跨平台自动化测试实战 展开，系统性讲解 Python、移动开发 等核心技术栈，助力学员胜任 移动端测试工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	1507	399.00	4.74
119	3	Android 依赖注入框架 Hilt / Dagger 深度实战	Kotlin,Java,移动开发	Android开发工程师	2	本课程围绕 Android 依赖注入框架 Hilt / Dagger 深度实战 展开，系统性讲解 Kotlin、Java、移动开发 等核心技术栈，助力学员胜任 Android开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	6986	249.00	4.73
120	3	HarmonyOS NEXT 数据库访问与分布式数据对象	TypeScript,MySQL,移动开发	HarmonyOS开发工程师	2	本课程围绕 HarmonyOS NEXT 数据库访问与分布式数据对象 展开，系统性讲解 TypeScript、MySQL、移动开发 等核心技术栈，助力学员胜任 HarmonyOS开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	15251	249.00	4.79
121	3	React Native 新架构 (Fabric / TurboModules) 探秘	React18,TypeScript,移动开发	跨端开发工程师	3	本课程围绕 React Native 新架构 (Fabric / TurboModules) 探秘 展开，系统性讲解 React18、TypeScript、移动开发 等核心技术栈，助力学员胜任 跨端开发工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	11111	0.00	4.82
122	3	微信小程序与多端同构开发从入门到上线	JavaScript,Vue3,移动开发	移动端开发工程师	1	本课程围绕 微信小程序与多端同构开发从入门到上线 展开，系统性讲解 JavaScript、Vue3、移动开发 等核心技术栈，助力学员胜任 移动端开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	25135	199.00	4.92
123	3	FFmpeg 移动端音视频编解码与滤镜处理实战	系统编程,移动开发,C++	移动端音视频工程师	3	本课程围绕 FFmpeg 移动端音视频编解码与滤镜处理实战 展开，系统性讲解 系统编程、移动开发、C++ 等核心技术栈，助力学员胜任 移动端音视频工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	4607	299.00	4.81
124	3	iOS Core Data 与 SwiftData 本地持久化实战	Swift,移动开发,MySQL	iOS开发工程师	1	本课程围绕 iOS Core Data 与 SwiftData 本地持久化实战 展开，系统性讲解 Swift、移动开发、MySQL 等核心技术栈，助力学员胜任 iOS开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	30532	499.00	4.78
125	3	Android 自定义 View 绘制与属性动画精通	Kotlin,Java,数据可视化	Android开发工程师	2	本课程围绕 Android 自定义 View 绘制与属性动画精通 展开，系统性讲解 Kotlin、Java、数据可视化 等核心技术栈，助力学员胜任 Android开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	20532	249.00	4.86
126	4	MySQL 8.0 核心原理与生产级高可用集群架构	MySQL,高并发,系统编程,Linux	MySQL DBA专家	3	本课程围绕 MySQL 8.0 核心原理与生产级高可用集群架构 展开，系统性讲解 MySQL、高并发、系统编程、Linux 等核心技术栈，助力学员胜任 MySQL DBA专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	30049	129.00	4.75
127	4	MySQL 慢 SQL 优化、执行计划与索引底层调优	MySQL,Java,高并发	数据库优化专家	2	本课程围绕 MySQL 慢 SQL 优化、执行计划与索引底层调优 展开，系统性讲解 MySQL、Java、高并发 等核心技术栈，助力学员胜任 数据库优化专家 岗位要求。	熟练掌握常用开发语言与数据库操作	4903	99.00	4.90
128	4	Redis 7.0 深度内核剖析：数据结构与持久化机制	Redis,系统编程,高并发,内存安全	Redis核心专家	3	本课程围绕 Redis 7.0 深度内核剖析：数据结构与持久化机制 展开，系统性讲解 Redis、系统编程、高并发、内存安全 等核心技术栈，助力学员胜任 Redis核心专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	11164	129.00	4.76
129	4	Redis 分布式集群模式与大厂高并发缓存实战	Redis,高并发,微服务,SpringBoot	Redis架构师	2	本课程围绕 Redis 分布式集群模式与大厂高并发缓存实战 展开，系统性讲解 Redis、高并发、微服务、SpringBoot 等核心技术栈，助力学员胜任 Redis架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	32221	399.00	4.82
130	4	ClickHouse 亿级海量数据实时分析引擎实战	MySQL,高并发,系统编程	OLAP大数据架构师	3	本课程围绕 ClickHouse 亿级海量数据实时分析引擎实战 展开，系统性讲解 MySQL、高并发、系统编程 等核心技术栈，助力学员胜任 OLAP大数据架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	29096	129.00	4.72
131	4	PostgreSQL 核心内核原理、GIS 地理计算与调优	MySQL,系统编程,高并发	PostgreSQL技术专家	3	本课程围绕 PostgreSQL 核心内核原理、GIS 地理计算与调优 展开，系统性讲解 MySQL、系统编程、高并发 等核心技术栈，助力学员胜任 PostgreSQL技术专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	24525	0.00	4.83
132	4	MongoDB 高级集群设计与海量文档存储优化	MongoDB,RESTful API,高并发	NoSQL架构师	2	本课程围绕 MongoDB 高级集群设计与海量文档存储优化 展开，系统性讲解 MongoDB、RESTful API、高并发 等核心技术栈，助力学员胜任 NoSQL架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	9540	99.00	4.71
133	4	TiDB 分布式 NewSQL 架构与大规模生产实践	MySQL,Go,高并发,微服务	分布式数据库专家	3	本课程围绕 TiDB 分布式 NewSQL 架构与大规模生产实践 展开，系统性讲解 MySQL、Go、高并发、微服务 等核心技术栈，助力学员胜任 分布式数据库专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	13736	129.00	4.73
134	4	企业级数据库备份恢复、主从复制与灾备演练	MySQL,Linux,DevOps	数据库容灾工程师	2	本课程围绕 企业级数据库备份恢复、主从复制与灾备演练 展开，系统性讲解 MySQL、Linux、DevOps 等核心技术栈，助力学员胜任 数据库容灾工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	28747	199.00	4.72
135	4	SQL 必知必会：从基础查询到复杂窗口函数	MySQL	数据库开发工程师	1	本课程围绕 SQL 必知必会：从基础查询到复杂窗口函数 展开，系统性讲解 MySQL 等核心技术栈，助力学员胜任 数据库开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	11019	399.00	4.97
136	4	Neo4j 图数据库核心与知识图谱关系挖掘实战	Java,大模型,数据可视化	图数据库专家	2	本课程围绕 Neo4j 图数据库核心与知识图谱关系挖掘实战 展开，系统性讲解 Java、大模型、数据可视化 等核心技术栈，助力学员胜任 图数据库专家 岗位要求。	熟练掌握常用开发语言与数据库操作	4157	159.00	4.71
137	4	IoT 物联网时序数据库 InfluxDB / TDengine 架构	Go,高并发,系统编程	时序数据库专家	2	本课程围绕 IoT 物联网时序数据库 InfluxDB / TDengine 架构 展开，系统性讲解 Go、高并发、系统编程 等核心技术栈，助力学员胜任 时序数据库专家 岗位要求。	熟练掌握常用开发语言与数据库操作	34266	299.00	4.76
138	4	MySQL InnoDB 存储引擎底层：事务隔离与锁机制	MySQL,系统编程,高并发	MySQL开发工程师	3	本课程围绕 MySQL InnoDB 存储引擎底层：事务隔离与锁机制 展开，系统性讲解 MySQL、系统编程、高并发 等核心技术栈，助力学员胜任 MySQL开发工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	30202	129.00	4.89
139	4	数据库安全合规：敏感数据脱敏、审计与加密	MySQL,网络安全,Redis	数据安全工程师	2	本课程围绕 数据库安全合规：敏感数据脱敏、审计与加密 展开，系统性讲解 MySQL、网络安全、Redis 等核心技术栈，助力学员胜任 数据安全工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	28188	249.00	4.87
140	4	分库分表实战：从垂直拆分到水平分片全策略	MySQL,Java,SpringBoot,高并发	数据库架构师	3	本课程围绕 分库分表实战：从垂直拆分到水平分片全策略 展开，系统性讲解 MySQL、Java、SpringBoot、高并发 等核心技术栈，助力学员胜任 数据库架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	21763	299.00	4.91
141	4	Redis 哨兵模式与脑裂问题全方位排查实战	Redis,Linux,DevOps	Redis运维专家	2	本课程围绕 Redis 哨兵模式与脑裂问题全方位排查实战 展开，系统性讲解 Redis、Linux、DevOps 等核心技术栈，助力学员胜任 Redis运维专家 岗位要求。	熟练掌握常用开发语言与数据库操作	25386	0.00	4.83
142	4	SQLite 轻量级嵌入式数据库深度应用与调优	系统编程,移动开发	数据库开发工程师	1	本课程围绕 SQLite 轻量级嵌入式数据库深度应用与调优 展开，系统性讲解 系统编程、移动开发 等核心技术栈，助力学员胜任 数据库开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	31910	499.00	4.97
143	4	Kubernetes 自动化运维 MySQL/Redis 容器实践	Docker,K8s,MySQL,Redis,DevOps	云原生数据库工程师	3	本课程围绕 Kubernetes 自动化运维 MySQL/Redis 容器实践 展开，系统性讲解 Docker、K8s、MySQL、Redis、DevOps 等核心技术栈，助力学员胜任 云原生数据库工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	26141	249.00	4.78
144	4	Canal + Kafka 实时监听 MySQL Binlog 异构同步	MySQL,Java,高并发,微服务	数据库架构师	2	本课程围绕 Canal + Kafka 实时监听 MySQL Binlog 异构同步 展开，系统性讲解 MySQL、Java、高并发、微服务 等核心技术栈，助力学员胜任 数据库架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	23796	99.00	4.78
145	4	Elasticsearch 倒排索引与集群分片路由底层解密	Java,微服务,高并发	全文检索专家	3	本课程围绕 Elasticsearch 倒排索引与集群分片路由底层解密 展开，系统性讲解 Java、微服务、高并发 等核心技术栈，助力学员胜任 全文检索专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	32471	129.00	4.72
146	4	MySQL 触发器、存储过程与定时事件实战	MySQL	MySQL开发工程师	1	本课程围绕 MySQL 触发器、存储过程与定时事件实战 展开，系统性讲解 MySQL 等核心技术栈，助力学员胜任 MySQL开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	15525	499.00	4.85
147	4	Apache Doris 极速实时分析型数据库落地实战	MySQL,高并发,数据可视化	列式数据库专家	3	本课程围绕 Apache Doris 极速实时分析型数据库落地实战 展开，系统性讲解 MySQL、高并发、数据可视化 等核心技术栈，助力学员胜任 列式数据库专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	22846	299.00	4.83
148	4	Redis Lua 脚本原子执行与复杂业务逻辑实战	Redis,高并发,微服务	分布式缓存工程师	2	本课程围绕 Redis Lua 脚本原子执行与复杂业务逻辑实战 展开，系统性讲解 Redis、高并发、微服务 等核心技术栈，助力学员胜任 分布式缓存工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	3357	99.00	4.94
149	4	数据库连接池 (HikariCP/Druid) 参数深度优化	Java,MySQL,SpringBoot	数据库性能专家	2	本课程围绕 数据库连接池 (HikariCP/Druid) 参数深度优化 展开，系统性讲解 Java、MySQL、SpringBoot 等核心技术栈，助力学员胜任 数据库性能专家 岗位要求。	熟练掌握常用开发语言与数据库操作	10546	399.00	4.91
150	4	PostgreSQL JSONB 非关系型数据高效存储与索引	MySQL,RESTful API	PostgreSQL架构师	2	本课程围绕 PostgreSQL JSONB 非关系型数据高效存储与索引 展开，系统性讲解 MySQL、RESTful API 等核心技术栈，助力学员胜任 PostgreSQL架构师 岗位要求。	熟练掌握常用开发语言与数据库操作	7484	249.00	4.72
151	4	大厂百亿级数据平滑迁移与不停机双写方案	MySQL,Java,高并发,Redis	数据库架构师	3	本课程围绕 大厂百亿级数据平滑迁移与不停机双写方案 展开，系统性讲解 MySQL、Java、高并发、Redis 等核心技术栈，助力学员胜任 数据库架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	12411	0.00	4.94
152	4	Redis 内存淘汰策略与大 Key/热 Key 治理之道	Redis,高并发,Linux	Redis运维专家	2	本课程围绕 Redis 内存淘汰策略与大 Key/热 Key 治理之道 展开，系统性讲解 Redis、高并发、Linux 等核心技术栈，助力学员胜任 Redis运维专家 岗位要求。	熟练掌握常用开发语言与数据库操作	5111	159.00	4.98
153	4	Cassandra 分布式宽表数据库核心与实战	Java,高并发,系统编程	NoSQL开发工程师	3	本课程围绕 Cassandra 分布式宽表数据库核心与实战 展开，系统性讲解 Java、高并发、系统编程 等核心技术栈，助力学员胜任 NoSQL开发工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	23498	399.00	4.98
154	4	数据库范式理论与反范式设计权衡艺术	MySQL	数据库工程师	1	本课程围绕 数据库范式理论与反范式设计权衡艺术 展开，系统性讲解 MySQL 等核心技术栈，助力学员胜任 数据库工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	25784	159.00	4.83
155	4	Prometheus + Grafana 打造全方位数据库监控	MySQL,Redis,DevOps,Linux	数据库监控专家	2	本课程围绕 Prometheus + Grafana 打造全方位数据库监控 展开，系统性讲解 MySQL、Redis、DevOps、Linux 等核心技术栈，助力学员胜任 数据库监控专家 岗位要求。	熟练掌握常用开发语言与数据库操作	5896	199.00	4.77
156	5	Kubernetes (K8s) 生产级集群管理与全流程运维	K8s,Docker,容器编排,DevOps,Linux	云原生架构师	3	本课程围绕 Kubernetes (K8s) 生产级集群管理与全流程运维 展开，系统性讲解 K8s、Docker、容器编排、DevOps、Linux 等核心技术栈，助力学员胜任 云原生架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	7058	99.00	4.72
157	5	Docker 容器技术入门与微服务镜像精简实战	Docker,Linux,DockerCompose,DevOps	DevOps工程师	1	本课程围绕 Docker 容器技术入门与微服务镜像精简实战 展开，系统性讲解 Docker、Linux、DockerCompose、DevOps 等核心技术栈，助力学员胜任 DevOps工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	2764	129.00	4.96
158	5	Jenkins + GitLab CI/CD 自动化持续集成交付实战	CI/CD,Docker,DevOps,Linux	CI/CD工程专家	2	本课程围绕 Jenkins + GitLab CI/CD 自动化持续集成交付实战 展开，系统性讲解 CI/CD、Docker、DevOps、Linux 等核心技术栈，助力学员胜任 CI/CD工程专家 岗位要求。	熟练掌握常用开发语言与数据库操作	23021	159.00	4.88
159	5	Prometheus + Grafana 云原生可观测性体系实战	DevOps,Linux,K8s,高并发	SRE稳定性专家	2	本课程围绕 Prometheus + Grafana 云原生可观测性体系实战 展开，系统性讲解 DevOps、Linux、K8s、高并发 等核心技术栈，助力学员胜任 SRE稳定性专家 岗位要求。	熟练掌握常用开发语言与数据库操作	9406	159.00	4.74
160	5	Linux 高级运维、Shell 自动化脚本与性能排查	Linux,DevOps,系统编程	Linux系统专家	2	本课程围绕 Linux 高级运维、Shell 自动化脚本与性能排查 展开，系统性讲解 Linux、DevOps、系统编程 等核心技术栈，助力学员胜任 Linux系统专家 岗位要求。	熟练掌握常用开发语言与数据库操作	15763	249.00	4.95
161	5	Terraform 基础设施即代码 (IaC) 云上最佳实践	DevOps,Linux,K8s	基础设施架构师	3	本课程围绕 Terraform 基础设施即代码 (IaC) 云上最佳实践 展开，系统性讲解 DevOps、Linux、K8s 等核心技术栈，助力学员胜任 基础设施架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	27582	0.00	4.88
162	5	Kubernetes 网络模型深度解密：Calico 与 Flannel	K8s,网络编程,Linux,DevOps	K8s网络专家	3	本课程围绕 Kubernetes 网络模型深度解密：Calico 与 Flannel 展开，系统性讲解 K8s、网络编程、Linux、DevOps 等核心技术栈，助力学员胜任 K8s网络专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	33893	159.00	4.96
163	5	Kubernetes 持久化存储全解：CSI、PV/PVC 与 Ceph	K8s,Linux,DevOps,容器编排	K8s存储专家	3	本课程围绕 Kubernetes 持久化存储全解：CSI、PV/PVC 与 Ceph 展开，系统性讲解 K8s、Linux、DevOps、容器编排 等核心技术栈，助力学员胜任 K8s存储专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	14886	399.00	4.73
164	5	Istio 服务网格微服务全链路流量染色与金丝雀发布	K8s,微服务,DevOps,Docker	服务网格工程师	3	本课程围绕 Istio 服务网格微服务全链路流量染色与金丝雀发布 展开，系统性讲解 K8s、微服务、DevOps、Docker 等核心技术栈，助力学员胜任 服务网格工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	6810	249.00	4.73
165	5	GitOps 现代交付实践：ArgoCD 结合 K8s 自动化部署	K8s,CI/CD,DevOps,Docker	DevOps工程师	2	本课程围绕 GitOps 现代交付实践：ArgoCD 结合 K8s 自动化部署 展开，系统性讲解 K8s、CI/CD、DevOps、Docker 等核心技术栈，助力学员胜任 DevOps工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	32752	199.00	4.74
